time,P,G(i),H_sun,T2m,WS10m,Int
20191016:1710,0.0,0.0,0.0,12.85,2.07,0.0
20191016:1810,0.0,0.0,0.0,12.04,2.34,0.0
20191016:1910,0.0,0.0,0.0,11.43,2.55,0.0
20191016:2010,0.0,0.0,0.0,10.98,2.55,0.0
20191016:2110,0.0,0.0,0.0,10.55,2.41,0.0
20191016:2210,0.0,0.0,0.0,10.13,2.28,0.0
20191016:2310,0.0,0.0,0.0,9.72,2.21,0.0
20191017:0010,0.0,0.0,0.0,9.41,2.14,0.0
20191017:0110,0.0,0.0,0.0,9.13,2.07,0.0
20191017:0210,0.0,0.0,0.0,8.84,2.0,0.0
20191017:0310,0.0,0.0,0.0,8.65,2.0,0.0
20191017:0410,0.0,0.0,0.0,8.59,2.0,0.0
20191017:0510,0.0,0.0,0.0,8.66,2.07,0.0
20191017:0610,9790.0,37.49,4.65,8.57,2.07,0.0
20191017:0710,57590.0,149.39,13.4,9.08,1.86,0.0
20191017:0810,150880.0,362.66,21.0,10.96,2.07,0.0
20191017:0910,96705.0,241.64,26.89,13.13,2.21,0.0
20191017:1010,75825.0,195.7,30.48,14.72,2.07,0.0
20191017:1110,112790.0,282.92,31.28,15.89,1.93,0.0
20191017:1210,56335.0,151.87,29.19,16.97,1.93,0.0
20191017:1310,57565.0,154.88,24.49,17.5,2.0,0.0
20191017:1410,82955.0,214.49,17.76,17.67,1.93,0.0
20191017:1510,88365.0,238.34,9.58,17.27,1.45,0.0
20191017:1610,0.0,0.0,0.0,15.9,1.72,0.0
20191017:1710,0.0,0.0,0.0,14.27,2.0,0.0
20191017:1810,0.0,0.0,0.0,13.19,2.07,0.0
20191017:1910,0.0,0.0,0.0,12.5,1.93,0.0
20191017:2010,0.0,0.0,0.0,12.2,1.93,0.0
20191017:2110,0.0,0.0,0.0,11.8,1.93,0.0
20191017:2210,0.0,0.0,0.0,11.66,1.86,0.0
20191017:2310,0.0,0.0,0.0,11.57,1.86,0.0
20191018:0010,0.0,0.0,0.0,11.56,1.86,0.0
20191018:0110,0.0,0.0,0.0,11.49,1.93,0.0
20191018:0210,0.0,0.0,0.0,11.4,1.86,0.0
20191018:0310,0.0,0.0,0.0,10.9,1.86,0.0
20191018:0410,0.0,0.0,0.0,10.48,1.79,0.0
20191018:0510,0.0,0.0,0.0,10.15,1.72,0.0
20191018:0610,540.0,8.27,4.39,10.18,1.66,0.0
20191018:0710,45675.0,123.06,13.12,10.65,1.66,0.0
20191018:0810,220025.0,530.06,20.7,12.09,1.93,0.0
20191018:0910,304230.0,746.52,26.56,13.75,2.28,0.0
20191018:1010,330825.0,821.75,30.12,15.57,2.69,0.0
20191018:1110,202470.0,496.28,30.92,17.15,3.17,0.0
20191018:1210,171605.0,422.31,28.82,17.97,3.52,0.0
20191018:1310,132140.0,328.6,24.14,18.11,3.45,0.0
20191018:1410,72590.0,189.87,17.42,17.97,3.03,0.0
20191018:1510,67975.0,186.09,9.25,17.33,2.62,0.0
20191018:1610,0.0,0.0,0.0,16.04,2.21,0.0
20191018:1710,0.0,0.0,0.0,14.8,1.93,0.0
20191018:1810,0.0,0.0,0.0,13.89,1.79,0.0
20191018:1910,0.0,0.0,0.0,12.51,1.93,0.0
20191018:2010,0.0,0.0,0.0,11.55,1.86,0.0
20191018:2110,0.0,0.0,0.0,10.77,1.59,0.0
20191018:2210,0.0,0.0,0.0,9.95,1.1,0.0
20191018:2310,0.0,0.0,0.0,8.86,1.38,0.0
20191019:0010,0.0,0.0,0.0,8.21,1.52,0.0
20191019:0110,0.0,0.0,0.0,8.43,1.31,0.0
20191019:0210,0.0,0.0,0.0,9.53,0.76,0.0
20191019:0310,0.0,0.0,0.0,10.18,0.55,0.0
20191019:0410,0.0,0.0,0.0,9.62,0.76,0.0
20191019:0510,0.0,0.0,0.0,9.54,0.9,0.0
20191019:0610,150.0,6.43,4.13,9.85,1.52,0.0
20191019:0710,103915.0,257.39,12.84,10.58,1.03,0.0
20191019:0810,6760.0,28.49,20.39,11.65,0.48,0.0
20191019:0910,9050.0,34.93,26.23,12.57,0.9,0.0
20191019:1010,17155.0,56.07,29.77,13.0,1.03,0.0
20191019:1110,36660.0,103.86,30.55,13.98,0.9,0.0
20191019:1210,44245.0,122.24,28.46,14.74,0.97,0.0
20191019:1310,136770.0,338.78,23.79,15.35,1.24,0.0
20191019:1410,82990.0,212.62,17.09,15.44,1.72,0.0
20191019:1510,10285.0,38.6,8.94,15.11,1.72,0.0
20191019:1610,0.0,0.0,0.0,14.24,1.79,0.0
20191019:1710,0.0,0.0,0.0,13.33,1.93,0.0
20191019:1810,0.0,0.0,0.0,12.61,2.14,0.0
20191019:1910,0.0,0.0,0.0,11.17,2.41,0.0
20191019:2010,0.0,0.0,0.0,10.69,1.93,0.0
20191019:2110,0.0,0.0,0.0,10.45,1.66,0.0
20191019:2210,0.0,0.0,0.0,10.09,1.45,0.0
20191019:2310,0.0,0.0,0.0,9.99,1.38,0.0
20191020:0010,0.0,0.0,0.0,10.13,1.45,0.0
20191020:0110,0.0,0.0,0.0,10.06,1.45,0.0
20191020:0210,0.0,0.0,0.0,10.06,1.66,0.0
20191020:0310,0.0,0.0,0.0,9.66,2.07,0.0
20191020:0410,0.0,0.0,0.0,9.4,2.28,0.0
20191020:0510,0.0,0.0,0.0,9.27,2.34,0.0
20191020:0610,3870.0,19.82,3.87,9.13,2.21,0.0
20191020:0710,117990.0,288.74,12.56,9.91,1.45,0.0
20191020:0810,139595.0,339.2,20.09,12.34,1.72,0.0
20191020:0910,207975.0,505.83,25.9,14.5,2.14,0.0
20191020:1010,274965.0,678.38,29.42,16.05,2.41,0.0
20191020:1110,329895.0,826.43,30.19,17.42,2.76,0.0
20191020:1210,305525.0,762.9,28.1,18.66,3.03,0.0
20191020:1310,260340.0,646.87,23.44,19.49,3.1,0.0
20191020:1410,53495.0,146.17,16.76,19.73,3.03,0.0
20191020:1510,21120.0,68.36,8.62,19.04,2.48,0.0
20191020:1610,0.0,0.0,0.0,17.46,2.48,0.0
20191020:1710,0.0,0.0,0.0,16.15,2.48,0.0
20191020:1810,0.0,0.0,0.0,15.21,2.48,0.0
20191020:1910,0.0,0.0,0.0,13.46,2.28,0.0
20191020:2010,0.0,0.0,0.0,13.0,2.21,0.0
20191020:2110,0.0,0.0,0.0,12.71,2.21,0.0
20191020:2210,0.0,0.0,0.0,12.51,2.21,0.0
20191020:2310,0.0,0.0,0.0,12.4,2.21,0.0
20191021:0010,0.0,0.0,0.0,12.31,2.14,0.0
20191021:0110,0.0,0.0,0.0,12.23,2.21,0.0
20191021:0210,0.0,0.0,0.0,12.29,2.14,0.0
20191021:0310,0.0,0.0,0.0,12.15,2.07,0.0
20191021:0410,0.0,0.0,0.0,11.83,2.0,0.0
20191021:0510,0.0,0.0,0.0,11.64,1.86,0.0
20191021:0610,235.0,6.89,3.61,11.54,1.79,0.0
20191021:0710,73745.0,187.91,12.28,10.33,0.55,0.0
20191021:0810,34585.0,97.99,19.79,11.76,0.62,0.0
20191021:0910,33605.0,96.51,25.57,13.84,0.9,0.0
20191021:1010,36755.0,104.78,29.07,15.72,1.24,0.0
20191021:1110,50585.0,138.79,29.83,17.51,1.31,0.0
20191021:1210,179755.0,446.83,27.74,18.49,1.93,0.0
20191021:1310,236520.0,587.55,23.1,18.38,2.14,0.0
20191021:1410,153355.0,383.48,16.43,17.89,1.79,0.0
20191021:1510,60000.0,167.36,8.31,17.18,1.66,0.0
20191021:1610,0.0,0.0,0.0,16.07,1.79,0.0
20191021:1710,0.0,0.0,0.0,14.94,1.93,0.0
20191021:1810,0.0,0.0,0.0,14.02,2.0,0.0
20191021:1910,0.0,0.0,0.0,13.35,2.21,0.0
20191021:2010,0.0,0.0,0.0,12.91,2.21,0.0
20191021:2110,0.0,0.0,0.0,12.4,2.14,0.0
20191021:2210,0.0,0.0,0.0,12.02,2.07,0.0
20191021:2310,0.0,0.0,0.0,11.72,2.07,0.0
20191022:0010,0.0,0.0,0.0,11.48,2.07,0.0
20191022:0110,0.0,0.0,0.0,11.39,2.07,0.0
20191022:0210,0.0,0.0,0.0,11.29,2.0,0.0
20191022:0310,0.0,0.0,0.0,11.09,1.86,0.0
20191022:0410,0.0,0.0,0.0,10.84,1.72,0.0
20191022:0510,0.0,0.0,0.0,10.32,1.66,0.0
20191022:0610,2500.0,15.51,3.35,9.86,1.66,0.0
20191022:0710,111265.0,274.38,12.0,9.69,0.48,0.0
20191022:0810,108105.0,267.15,19.48,12.1,0.9,0.0
20191022:0910,281475.0,695.89,25.25,13.63,1.24,0.0
20191022:1010,218005.0,537.21,28.72,15.23,1.31,0.0
20191022:1110,178315.0,440.54,29.47,16.48,1.59,0.0
20191022:1210,239260.0,591.58,27.39,17.47,2.28,0.0
20191022:1310,176930.0,436.91,22.76,17.88,2.34,0.0
20191022:1410,58330.0,156.81,16.11,18.19,2.21,0.0
20191022:1510,22440.0,71.8,8.01,17.66,1.45,0.0
20191022:1610,0.0,0.0,0.0,16.48,1.45,0.0
20191022:1710,0.0,0.0,0.0,15.25,1.66,0.0
20191022:1810,0.0,0.0,0.0,14.07,1.79,0.0
20191022:1910,0.0,0.0,0.0,13.75,1.72,0.0
20191022:2010,0.0,0.0,0.0,13.39,1.86,0.0
20191022:2110,0.0,0.0,0.0,12.87,1.86,0.0
20191022:2210,0.0,0.0,0.0,12.5,1.86,0.0
20191022:2310,0.0,0.0,0.0,12.13,1.93,0.0
20191023:0010,0.0,0.0,0.0,11.98,1.86,0.0
20191023:0110,0.0,0.0,0.0,11.59,1.79,0.0
20191023:0210,0.0,0.0,0.0,11.36,1.72,0.0
20191023:0310,0.0,0.0,0.0,11.41,1.72,0.0
20191023:0410,0.0,0.0,0.0,11.43,1.72,0.0
20191023:0510,0.0,0.0,0.0,11.55,1.79,0.0
20191023:0610,0.0,2.59,3.09,11.71,1.86,0.0
20191023:0710,38700.0,107.45,11.73,12.11,2.28,0.0
20191023:0810,24255.0,73.53,19.18,13.08,2.62,0.0
20191023:0910,20375.0,64.34,24.92,14.29,2.62,0.0
20191023:1010,37645.0,106.62,28.38,15.62,2.83,0.0
20191023:1110,29005.0,86.4,29.12,17.06,2.48,0.0
20191023:1210,28865.0,86.4,27.04,18.0,2.34,0.0
20191023:1310,37450.0,107.54,22.42,18.62,2.41,0.0
20191023:1410,159015.0,397.42,15.79,18.69,2.48,0.0
20191023:1510,77655.0,213.69,7.7,18.09,2.0,0.0
20191023:1610,0.0,0.0,0.0,16.62,2.28,0.0
20191023:1710,0.0,0.0,0.0,15.1,2.48,0.0
20191023:1810,0.0,0.0,0.0,14.07,2.48,0.0
20191023:1910,0.0,0.0,0.0,12.01,2.14,0.0
20191023:2010,0.0,0.0,0.0,11.58,2.28,0.0
20191023:2110,0.0,0.0,0.0,11.27,2.28,0.0
20191023:2210,0.0,0.0,0.0,11.11,2.21,0.0
20191023:2310,0.0,0.0,0.0,10.96,2.21,0.0
20191024:0010,0.0,0.0,0.0,10.78,2.21,0.0
20191024:0110,0.0,0.0,0.0,10.52,2.21,0.0
20191024:0210,0.0,0.0,0.0,10.24,2.21,0.0
20191024:0310,0.0,0.0,0.0,9.94,2.14,0.0
20191024:0410,0.0,0.0,0.0,9.61,2.07,0.0
20191024:0510,0.0,0.0,0.0,9.33,2.0,0.0
20191024:0610,245.0,6.89,2.83,9.2,1.86,0.0
20191024:0710,12675.0,44.12,11.45,10.01,0.55,0.0
20191024:0810,62965.0,163.51,18.88,11.79,0.83,0.0
20191024:0910,166350.0,407.11,24.6,13.31,0.76,0.0
20191024:1010,57775.0,154.28,28.04,14.91,0.83,0.0
20191024:1110,36685.0,104.78,28.77,16.14,1.31,0.0
20191024:1210,90240.0,231.68,26.69,17.07,1.17,0.0
20191024:1310,80595.0,209.35,22.09,17.72,1.03,0.0
20191024:1410,16735.0,56.07,15.47,17.9,1.24,0.0
20191024:1510,5615.0,25.74,7.4,17.37,1.38,0.0
20191024:1610,0.0,0.0,0.0,16.0,1.86,0.0
20191024:1710,0.0,0.0,0.0,14.58,2.0,0.0
20191024:1810,0.0,0.0,0.0,13.61,2.0,0.0
20191024:1910,0.0,0.0,0.0,11.37,1.59,0.0
20191024:2010,0.0,0.0,0.0,10.96,1.59,0.0
20191024:2110,0.0,0.0,0.0,10.81,1.59,0.0
20191024:2210,0.0,0.0,0.0,10.83,1.52,0.0
20191024:2310,0.0,0.0,0.0,10.67,1.66,0.0
20191025:0010,0.0,0.0,0.0,10.13,1.79,0.0
20191025:0110,0.0,0.0,0.0,10.2,1.72,0.0
20191025:0210,0.0,0.0,0.0,10.59,1.45,0.0
20191025:0310,0.0,0.0,0.0,10.73,1.31,0.0
20191025:0410,0.0,0.0,0.0,10.94,1.38,0.0
20191025:0510,0.0,0.0,0.0,11.31,1.52,0.0
20191025:0610,1035.0,10.34,2.57,11.4,1.66,0.0
20191025:0710,158460.0,387.79,11.17,11.97,1.59,0.0
20191025:0810,199350.0,483.89,18.58,13.34,1.59,0.0
20191025:0910,289065.0,709.68,24.28,14.6,2.28,0.0
20191025:1010,303750.0,747.73,27.69,15.47,2.83,0.0
20191025:1110,242035.0,590.47,28.42,16.21,3.24,0.0
20191025:1210,255385.0,625.91,26.35,16.68,3.03,0.0
20191025:1310,26785.0,80.88,21.76,16.88,2.69,0.0
20191025:1410,166415.0,412.22,15.16,16.65,2.28,0.0
20191025:1510,59800.0,167.26,7.11,16.27,1.66,0.0
20191025:1610,0.0,0.0,0.0,15.23,1.24,0.0
20191025:1710,0.0,0.0,0.0,13.92,0.9,0.0
20191025:1810,0.0,0.0,0.0,13.88,0.62,0.0
20191025:1910,0.0,0.0,0.0,13.02,1.59,0.0
20191025:2010,0.0,0.0,0.0,12.29,1.59,0.0
20191025:2110,0.0,0.0,0.0,11.54,1.79,0.0
20191025:2210,0.0,0.0,0.0,10.83,1.93,0.0
20191025:2310,0.0,0.0,0.0,10.14,2.0,0.0
20191026:0010,0.0,0.0,0.0,9.83,1.86,0.0
20191026:0110,0.0,0.0,0.0,9.27,1.72,0.0
20191026:0210,0.0,0.0,0.0,8.41,1.52,0.0
20191026:0310,0.0,0.0,0.0,7.56,1.52,0.0
20191026:0410,0.0,0.0,0.0,7.11,1.52,0.0
20191026:0510,0.0,0.0,0.0,6.8,1.52,0.0
20191026:0610,0.0,3.45,2.31,6.37,1.59,0.0
20191026:0710,51115.0,133.85,10.89,7.29,1.31,0.0
20191026:0810,75585.0,190.33,18.29,9.91,1.45,0.0
20191026:0910,87035.0,217.66,23.96,11.02,1.59,0.0
20191026:1010,82565.0,209.19,27.36,12.45,1.66,0.0
20191026:1110,71820.0,185.52,28.07,13.65,1.86,0.0
20191026:1210,84120.0,214.5,26.01,14.81,2.07,0.0
20191026:1310,56730.0,151.65,21.44,15.97,2.28,0.0
20191026:1410,35985.0,102.9,14.86,16.39,2.28,0.0
20191026:1510,13885.0,48.88,6.82,15.89,1.86,0.0
20191026:1610,0.0,0.0,0.0,14.42,2.14,0.0
20191026:1710,0.0,0.0,0.0,13.25,2.34,0.0
20191026:1810,0.0,0.0,0.0,12.62,2.48,0.0
20191026:1910,0.0,0.0,0.0,11.66,2.48,0.0
20191026:2010,0.0,0.0,0.0,11.46,2.41,0.0
20191026:2110,0.0,0.0,0.0,11.07,2.41,0.0
20191026:2210,0.0,0.0,0.0,10.8,2.41,0.0
20191026:2310,0.0,0.0,0.0,10.49,2.34,0.0
20191027:0010,0.0,0.0,0.0,10.08,2.21,0.0
20191027:0110,0.0,0.0,0.0,9.67,2.21,0.0
20191027:0210,0.0,0.0,0.0,9.33,2.14,0.0
20191027:0310,0.0,0.0,0.0,9.1,2.14,0.0
20191027:0410,0.0,0.0,0.0,9.02,2.21,0.0
20191027:0510,0.0,0.0,0.0,9.1,2.34,0.0
20191027:0610,0.0,0.0,0.0,9.28,2.41,0.0
20191027:0710,50350.0,133.42,10.62,10.24,2.62,0.0
20191027:0810,125875.0,306.21,17.99,12.39,2.41,0.0
20191027:0910,289140.0,707.72,23.64,14.77,2.62,0.0
20191027:1010,298835.0,737.29,27.02,16.53,3.03,0.0
20191027:1110,247985.0,608.84,27.73,17.73,3.45,0.0
20191027:1210,181455.0,445.47,25.68,18.13,3.59,0.0
20191027:1310,111540.0,279.96,21.12,18.08,3.38,0.0
20191027:1410,97860.0,248.9,14.55,17.34,2.48,0.0
20191027:1510,51260.0,146.07,6.53,16.34,2.14,0.0
20191027:1610,0.0,0.0,0.0,15.17,1.86,0.0
20191027:1710,0.0,0.0,0.0,14.39,1.86,0.0
20191027:1810,0.0,0.0,0.0,13.66,2.0,0.0
20191027:1910,0.0,0.0,0.0,12.78,2.0,0.0
20191027:2010,0.0,0.0,0.0,12.0,2.0,0.0
20191027:2110,0.0,0.0,0.0,11.15,2.0,0.0
20191027:2210,0.0,0.0,0.0,10.42,1.86,0.0
20191027:2310,0.0,0.0,0.0,9.64,2.14,0.0
20191028:0010,0.0,0.0,0.0,8.94,2.21,0.0
20191028:0110,0.0,0.0,0.0,8.33,1.93,0.0
20191028:0210,0.0,0.0,0.0,7.96,1.66,0.0
20191028:0310,0.0,0.0,0.0,7.65,1.66,0.0
20191028:0410,0.0,0.0,0.0,7.37,1.86,0.0
20191028:0510,0.0,0.0,0.0,7.08,1.86,0.0
20191028:0610,0.0,0.0,0.0,6.52,1.66,0.0
20191028:0710,125245.0,300.27,10.34,5.91,1.72,0.0
20191028:0810,178600.0,419.45,17.69,6.35,1.66,0.0
20191028:0910,289795.0,692.63,23.32,7.48,1.59,0.0
20191028:1010,343615.0,841.61,26.69,8.52,1.38,0.0
20191028:1110,342780.0,846.02,27.4,9.69,1.31,0.0
20191028:1210,332930.0,822.62,25.34,10.47,1.24,0.0
20191028:1310,267735.0,649.51,20.8,10.91,1.45,0.0
20191028:1410,171725.0,416.55,14.26,10.89,1.45,0.0
20191028:1510,37570.0,108.62,6.25,10.48,1.45,0.0
20191028:1610,0.0,0.0,0.0,9.46,1.45,0.0
20191028:1710,0.0,0.0,0.0,8.25,1.52,0.0
20191028:1810,0.0,0.0,0.0,7.32,1.66,0.0
20191028:1910,0.0,0.0,0.0,6.01,1.86,0.0
20191028:2010,0.0,0.0,0.0,5.71,1.93,0.0
20191028:2110,0.0,0.0,0.0,5.53,1.93,0.0
20191028:2210,0.0,0.0,0.0,5.3,2.0,0.0
20191028:2310,0.0,0.0,0.0,5.14,2.07,0.0
20191029:0010,0.0,0.0,0.0,5.01,2.14,0.0
20191029:0110,0.0,0.0,0.0,4.89,2.14,0.0
20191029:0210,0.0,0.0,0.0,4.94,2.14,0.0
20191029:0310,0.0,0.0,0.0,5.02,2.21,0.0
20191029:0410,0.0,0.0,0.0,5.12,2.28,0.0
20191029:0510,0.0,0.0,0.0,5.14,2.34,0.0
20191029:0610,0.0,0.0,0.0,5.06,2.34,0.0
20191029:0710,38780.0,104.53,10.07,4.83,2.14,0.0
20191029:0810,180685.0,420.79,17.4,5.72,2.41,0.0
20191029:0910,216500.0,504.73,23.01,6.71,2.76,0.0
20191029:1010,193655.0,453.5,26.36,7.92,3.31,0.0
20191029:1110,128565.0,306.95,27.06,8.33,3.24,0.0
20191029:1210,53885.0,140.65,25.02,8.67,3.03,0.0
20191029:1310,94890.0,232.07,20.49,8.92,2.9,0.0
20191029:1410,28975.0,83.46,13.96,8.98,2.69,0.0
20191029:1510,26265.0,79.8,5.98,8.72,2.28,0.0
20191029:1610,0.0,0.0,0.0,8.22,2.0,0.0
20191029:1710,0.0,0.0,0.0,7.74,2.07,0.0
20191029:1810,0.0,0.0,0.0,7.4,2.21,0.0
20191029:1910,0.0,0.0,0.0,6.58,2.48,0.0
20191029:2010,0.0,0.0,0.0,6.29,2.76,0.0
20191029:2110,0.0,0.0,0.0,5.95,2.97,0.0
20191029:2210,0.0,0.0,0.0,5.61,2.97,0.0
20191029:2310,0.0,0.0,0.0,5.05,2.9,0.0
20191030:0010,0.0,0.0,0.0,4.67,2.76,0.0
20191030:0110,0.0,0.0,0.0,4.17,2.62,0.0
20191030:0210,0.0,0.0,0.0,3.84,2.55,0.0
20191030:0310,0.0,0.0,0.0,3.47,2.48,0.0
20191030:0410,0.0,0.0,0.0,3.15,2.55,0.0
20191030:0510,0.0,0.0,0.0,2.67,2.48,0.0
20191030:0610,0.0,0.0,0.0,2.33,2.48,0.0
20191030:0710,126690.0,297.39,9.8,2.45,3.17,0.0
20191030:0810,252980.0,579.58,17.11,3.11,3.17,0.0
20191030:0910,321745.0,747.11,22.69,3.97,3.1,0.0
20191030:1010,351360.0,823.94,26.03,4.66,3.17,0.0
20191030:1110,320195.0,749.0,26.73,5.34,3.17,0.0
20191030:1210,269705.0,628.17,24.69,5.79,2.97,0.0
20191030:1310,260650.0,607.29,20.18,5.98,2.9,0.0
20191030:1410,175920.0,413.44,13.67,6.03,2.9,0.0
20191030:1510,51775.0,141.77,5.7,5.75,2.9,0.0
20191030:1610,0.0,0.0,0.0,5.2,2.48,0.0
20191030:1710,0.0,0.0,0.0,4.78,2.69,0.0
20191030:1810,0.0,0.0,0.0,4.32,2.69,0.0
20191030:1910,0.0,0.0,0.0,4.34,2.76,0.0
20191030:2010,0.0,0.0,0.0,4.08,2.83,0.0
20191030:2110,0.0,0.0,0.0,3.85,2.76,0.0
20191030:2210,0.0,0.0,0.0,3.54,2.76,0.0
20191030:2310,0.0,0.0,0.0,3.05,2.62,0.0
20191031:0010,0.0,0.0,0.0,2.55,2.41,0.0
20191031:0110,0.0,0.0,0.0,2.1,2.34,0.0
20191031:0210,0.0,0.0,0.0,1.69,2.34,0.0
20191031:0310,0.0,0.0,0.0,1.32,2.34,0.0
20191031:0410,0.0,0.0,0.0,0.94,2.28,0.0
20191031:0510,0.0,0.0,0.0,0.58,2.34,0.0
20191031:0610,0.0,0.0,0.0,0.25,2.41,0.0
20191031:0710,129610.0,301.45,9.52,-0.03,2.48,0.0
20191031:0810,258835.0,590.73,16.81,1.25,2.62,0.0
20191031:0910,337285.0,784.08,22.38,2.83,2.76,0.0
20191031:1010,356255.0,839.43,25.71,4.24,2.69,0.0
20191031:1110,365130.0,867.59,26.4,5.41,2.69,0.0
20191031:1210,348085.0,827.11,24.37,6.23,2.62,0.0
20191031:1310,284615.0,669.16,19.88,6.66,2.62,0.0
20191031:1410,193335.0,455.98,13.39,6.57,2.62,0.0
20191031:1510,44800.0,125.27,5.44,5.88,2.14,0.0
20191031:1610,0.0,0.0,0.0,4.43,2.34,0.0
20191031:1710,0.0,0.0,0.0,3.3,2.48,0.0
20191031:1810,0.0,0.0,0.0,2.41,2.41,0.0
20191031:1910,0.0,0.0,0.0,1.48,2.34,0.0
20191031:2010,0.0,0.0,0.0,1.05,2.28,0.0
20191031:2110,0.0,0.0,0.0,0.71,2.21,0.0
20191031:2210,0.0,0.0,0.0,0.45,2.14,0.0
20191031:2310,0.0,0.0,0.0,0.29,1.93,0.0
20191101:0010,0.0,0.0,0.0,0.22,1.86,0.0
20191101:0110,0.0,0.0,0.0,0.24,1.93,0.0
20191101:0210,0.0,0.0,0.0,0.26,1.93,0.0
20191101:0310,0.0,0.0,0.0,0.37,1.86,0.0
20191101:0410,0.0,0.0,0.0,0.45,1.79,0.0
20191101:0510,0.0,0.0,0.0,0.38,1.79,0.0
20191101:0610,0.0,0.0,0.0,0.36,1.93,0.0
20191101:0710,12180.0,41.36,9.25,0.9,1.86,0.0
20191101:0810,20060.0,60.66,16.52,2.37,2.41,0.0
20191101:0910,26590.0,76.29,22.08,3.7,2.55,0.0
20191101:1010,31145.0,87.32,25.39,5.23,2.55,0.0
20191101:1110,25465.0,74.45,26.08,6.35,2.55,0.0
20191101:1210,31995.0,90.07,24.06,7.43,2.48,0.0
20191101:1310,15770.0,51.47,19.58,7.85,2.48,0.0
20191101:1410,7570.0,30.33,13.11,8.07,2.21,0.0
20191101:1510,2015.0,13.79,5.18,7.87,2.21,0.0
20191101:1610,0.0,0.0,0.0,7.38,2.28,0.0
20191101:1710,0.0,0.0,0.0,6.88,2.28,0.0
20191101:1810,0.0,0.0,0.0,6.45,2.48,0.0
20191101:1910,0.0,0.0,0.0,6.08,2.69,0.0
20191101:2010,0.0,0.0,0.0,6.28,2.76,0.0
20191101:2110,0.0,0.0,0.0,6.51,2.76,0.0
20191101:2210,0.0,0.0,0.0,6.56,2.83,0.0
20191101:2310,0.0,0.0,0.0,6.75,2.9,0.0
20191102:0010,0.0,0.0,0.0,6.94,3.03,0.0
20191102:0110,0.0,0.0,0.0,7.18,3.24,0.0
20191102:0210,0.0,0.0,0.0,7.58,3.24,0.0
20191102:0310,0.0,0.0,0.0,7.96,3.17,0.0
20191102:0410,0.0,0.0,0.0,8.27,3.03,0.0
20191102:0510,0.0,0.0,0.0,8.5,3.17,0.0
20191102:0610,0.0,0.0,0.0,8.76,3.24,0.0
20191102:0710,6535.0,27.57,8.98,9.04,3.31,0.0
20191102:0810,25865.0,76.29,16.24,9.51,3.38,0.0
20191102:0910,46225.0,123.69,21.77,9.77,3.24,0.0
20191102:1010,94180.0,232.05,25.07,10.34,3.24,0.0
20191102:1110,64175.0,165.55,25.76,11.17,2.97,0.0
20191102:1210,31425.0,90.07,23.75,11.32,3.24,0.0
20191102:1310,36245.0,101.76,19.28,12.19,2.76,0.0
20191102:1410,64795.0,167.38,12.83,12.07,2.83,0.0
20191102:1510,15850.0,54.42,4.92,12.1,2.48,0.0
20191102:1610,0.0,0.0,0.0,11.75,2.14,0.0
20191102:1710,0.0,0.0,0.0,10.65,2.28,0.0
20191102:1810,0.0,0.0,0.0,10.13,2.41,0.0
20191102:1910,0.0,0.0,0.0,10.53,2.41,0.0
20191102:2010,0.0,0.0,0.0,10.18,2.48,0.0
20191102:2110,0.0,0.0,0.0,9.65,2.62,0.0
20191102:2210,0.0,0.0,0.0,9.56,2.55,0.0
20191102:2310,0.0,0.0,0.0,9.19,2.48,0.0
20191103:0010,0.0,0.0,0.0,8.71,2.41,0.0
20191103:0110,0.0,0.0,0.0,8.17,2.28,0.0
20191103:0210,0.0,0.0,0.0,8.1,2.0,0.0
20191103:0310,0.0,0.0,0.0,8.06,1.79,0.0
20191103:0410,0.0,0.0,0.0,7.87,1.66,0.0
20191103:0510,0.0,0.0,0.0,7.69,1.66,0.0
20191103:0610,0.0,0.0,0.0,7.47,1.59,0.0
20191103:0710,21520.0,65.52,8.72,7.83,1.31,0.0
20191103:0810,24410.0,72.61,15.95,8.3,1.24,0.0
20191103:0910,39940.0,109.17,21.47,8.84,1.17,0.0
20191103:1010,64960.0,166.61,24.76,9.26,1.17,0.0
20191103:1110,78075.0,196.93,25.45,10.21,1.38,0.0
20191103:1210,130940.0,318.27,23.44,11.41,1.52,0.0
20191103:1310,117670.0,287.92,18.99,12.2,1.86,0.0
20191103:1410,38390.0,106.76,12.56,12.21,2.0,0.0
20191103:1510,5300.0,24.61,4.67,11.54,2.21,0.0
20191103:1610,0.0,0.0,0.0,10.58,2.41,0.0
20191103:1710,0.0,0.0,0.0,9.91,2.28,0.0
20191103:1810,0.0,0.0,0.0,9.38,1.79,0.0
20191103:1910,0.0,0.0,0.0,8.23,0.76,0.0
20191103:2010,0.0,0.0,0.0,8.05,0.76,0.0
20191103:2110,0.0,0.0,0.0,8.34,1.59,0.0
20191103:2210,0.0,0.0,0.0,8.72,2.14,0.0
20191103:2310,0.0,0.0,0.0,9.02,2.28,0.0
20191104:0010,0.0,0.0,0.0,9.17,2.9,0.0
20191104:0110,0.0,0.0,0.0,9.02,3.79,0.0
20191104:0210,0.0,0.0,0.0,8.73,3.93,0.0
20191104:0310,0.0,0.0,0.0,8.64,3.79,0.0
20191104:0410,0.0,0.0,0.0,8.67,4.0,0.0
20191104:0510,0.0,0.0,0.0,8.56,4.0,0.0
